title,company_name,location,start_date,duration,stipend,ppo,workmode,region,domain,skills,deadline,degree
Creative Design,Space Aura,Work From Home,Immediately,3, 500 /week ,Yes,Hybrid,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",08-11-25,MBA
Campus Ambassador,Quark BITS Pilani Goa,Work From Home,Immediately,3,Performance Based,No,Remote,Rural,Marketing,"Marketing, Communication, Networking, Leadership",25-11-25,BBA
Content Writing,Feedough,Work From Home,Immediately,3,5000,Yes,Onsite,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",07-11-25,PhD
Social Media Marketing (Design Background And Video Editing),MarketInc,Work From Home,Immediately,3,10000,No,Remote,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",06-10-25,BA
Content Writing,Picktime,Hyderabad,Immediately,3,15000,Yes,Onsite,Rural,Content & Communication,"Content Writing, Editing, Research, Content Strategy",24-10-25,MSc
Android App Development,Nikhil Sharma,Work From Home,Immediately,2,3000,Yes,Onsite,Urban,App Development,"Mobile App Development, Java/Kotlin, Flutter/React Native, APIs",12-11-25,BTech
Operations,SubSpace,Work From Home,Immediately,2,5000,No,Hybrid,Urban,Operations & Support,"Operations Management, Coordination, MS Excel, Communication",14-09-25,MCom
Graphic Design,Onlydigitalway,Delhi,Immediately,2,10000,No,Remote,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",08-11-25,BBA
Telecalling (Sales),Modern Teams,Work From Home,Immediately,2,8000,Yes,Remote,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",03-12-25,BBA
Digital Marketing - Instagram Marketing,Jaipur's Royal Gems And Jewels,Jaipur,Immediately,2,2000,Yes,Hybrid,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",03-12-25,BBA
Digital Marketing,KRV Foundation,Gurgaon,Immediately,2,10000,No,Onsite,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",25-09-25,BA
Cash On Delivery Customer Operations,Halfbrain Media Private Limited,Noida,Immediately,2,5000,No,Onsite,Rural,Operations & Support,"Operations Management, Coordination, MS Excel, Communication",22-09-25,MCom
Web Development,Rentkar-Switch To Share,Mumbai,Immediately,2,12000,No,Remote,Rural,Web Development,"HTML, CSS, JavaScript, React",20-11-25,BSc
Graphic Design,Eagon Media & Entertainment,Mumbai,Immediately,2,10000,Yes,Remote,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",02-10-25,MBA
Event Management,Better Self Today,Work From Home,Immediately,2,7000,No,Remote,Rural,Operations & Support,"Event Planning, Coordination, Communication, PR",12-09-25,MCom
Graphic Design,Kan Media Planner,Work From Home,Immediately,2,8500,No,Remote,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",25-09-25,MCom
Mobile App Development,AstroMind,Work From Home,Immediately,2,10000,Yes,Hybrid,Urban,App Development,"Mobile App Development, Java/Kotlin, Flutter/React Native, APIs",15-11-25,BSc
Anchoring,Kion Overseas,Delhi,Immediately,2,10000,Yes,Onsite,Urban,Research,"Communication, MS Excel, Research",30-10-25,MBA
Corporate Sales,CeeQ,Mumbai,Immediately,2,10000,No,Onsite,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",03-10-25,BCom
Talent Acquisition,Daks Strategies & Solutions Pvt Ltd,Delhi,Immediately,2,10000,Yes,Onsite,Urban,Human Resources,"UI Design, UX Research, Figma, Prototyping, Recruitment, Talent Acquisition",16-09-25,MA
Graphic Design,Gully Design Private Limited (GullySystem),Work From Home,Immediately,2,6000,No,Remote,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",12-09-25,MBA
Full Stack Development,Optacloud,Mumbai,Immediately,2,6000,No,Remote,Urban,Marketing,"Sales, Communication, Negotiation, Lead Generation",13-09-25,MSc
React.js Development,FynTune Solution Private Limited,Thane,Immediately,2,12000,Yes,Hybrid,Rural,Software Development,"HTML, CSS, JavaScript, React",04-12-25,BTech
Content Writing,Hyggex Digital Services Private Limited,Work From Home,Immediately,2,1500,Yes,Hybrid,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",26-11-25,PhD
Digital Marketing,Growmax Finserv,Work From Home,Immediately,2,6000,No,Hybrid,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",02-12-25,BBA
Human Resources (HR),Ulead,Work From Home,Immediately,2,1000,Yes,Remote,Urban,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",09-11-25,BCom
Social Media Content,Deep Connection Innovation Private Limited,Gurgaon,Immediately,2,2000,No,Hybrid,Urban,Social Media & Community Management,"Social Media Strategy, Content Creation, Analytics, Community Management, Content Writing, Editing",27-11-25,BA
SME(Mathematics And Latex),Adhyayanam,Work From Home,Immediately,2,1000,No,Remote,Rural,Research,"Communication, MS Excel, Research",05-12-25,BCom
Logistics,Shriram Teleinfra,Delhi,Immediately,2,6000,Yes,Onsite,Rural,Data Science,"Supply Chain Management, Logistics, Inventory Management, Excel",11-09-25,BCA
Social Media Marketing,Open Secret,Mumbai,Immediately,2,20000,Yes,Onsite,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",06-10-25,BBA
Client Platform Support,Vozile,Work From Home,Immediately,2,10000,Yes,Remote,Urban,Research,"Communication, MS Excel, Research",19-10-25,MCom
Lead Closing,Primite Marketing,Gurgaon,Immediately,2,8000,Yes,Remote,Rural,Research,"Communication, MS Excel, Research",22-11-25,MCom
Social Media Marketing,Furnishka.com,Bangalore,Immediately,2,20000,Yes,Onsite,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",04-12-25,BBA
Content Operations,The Story Watch,Work From Home,Immediately,2,2000,Yes,Hybrid,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",12-11-25,MTech
Architecture,Spacewise,Chennai,Immediately,2,10000,Yes,Onsite,Urban,Architecture & Design,"Communication, MS Excel, Research",12-11-25,BCom
SSC Creative Content Curation,Lawtech,Work From Home,Immediately,2,8000,Yes,Onsite,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",14-10-25,PhD
Business Analytics,Top Talent Bridge,Work From Home,Immediately,2,5000,No,Remote,Urban,Research & Strategy,"Python, Data Analysis, SQL, Statistics, Data Visualization",01-12-25,BSc
"Setup Of Zoho CRM , Desk , Forms",Faisal Shaikh,Work From Home,Immediately,2,5000,Yes,Hybrid,Rural,Data Science,"CRM, Zoho, Customer Support, Data Entry",28-11-25,
Video Making/Editing,Tutedude,Work From Home,Immediately,2,5000,No,Hybrid,Urban,Media & Production,"Video Editing, Videography, Premiere Pro, After Effects",29-09-25,MBA
Digital Sales,Top Talent Bridge,Work From Home,Immediately,2,5000,No,Hybrid,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication",16-10-25,BBA
Video Making/Editing,Heaven Capital,Work From Home,Immediately,2,1000,No,Remote,Urban,Media & Production,"Video Editing, Videography, Premiere Pro, After Effects",20-10-25,MBA
Research,Chaynam Home Repair Services Pvt. Ltd.,Work From Home,Immediately,2,2000,No,Onsite,Urban,Research & Strategy,"Research, Data Analysis, Report Writing, Critical Thinking",29-10-25,BCom
Human Resources (HR),Aspire Consultancy Services,Mumbai,Immediately,2,5000,Yes,Hybrid,Rural,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",25-09-25,BBA
Business Development & Operations,Fundaspring,Chennai,Immediately,2,10000,No,Remote,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication",05-11-25,BCA
Business Development,Infrablue Material Technologies Pvt Ltd,Work From Home,Immediately,2,1000,No,Remote,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",26-10-25,MCA
Telecalling,Delkon Technologies,Work From Home,Immediately,6,1000,Yes,Onsite,Rural,Outreach & Client Relations,"Communication, MS Excel, Research",04-11-25,MCom
Digital Marketing,Do Save Foundation,Pune,Immediately,6,Unpaid,No,Onsite,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",22-10-25,BA
Jewellery Design,Emori,Work From Home,Immediately,6,2000,Yes,Hybrid,Rural,Design,"Design, Creativity, Sketching, CAD (basic)",04-11-25,MBA
Architecture,Archinks Design Forum,Gurgaon,Immediately,6,8000,Yes,Onsite,Urban,Architecture & Design,"Communication, MS Excel, Research",10-11-25,BBA
Social Media Management,Caarya,Mumbai,Immediately,6,15000,Yes,Hybrid,Rural,Social Media & Community Management,"Social Media Strategy, Content Creation, Analytics, Community Management",19-09-25,MBA
Content Writing,Enaviya Information Technologies Private Limited,Work From Home,Immediately,6,12000,No,Hybrid,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",18-10-25,PhD
Content Video Editing,Pereyan LLP,Bangalore,Immediately,6,10000,Yes,Hybrid,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy, Video Editing, Videography",24-10-25,PhD
Human Resources (HR),NK Consultants,Bangalore,Immediately,6,7000,Yes,Hybrid,Urban,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",14-09-25,BBA
Digital Marketing - SEM & PPC,UpGraph Digital,Chennai,Immediately,6,8000,Yes,Hybrid,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",21-09-25,BBA
HR Recruitment,Hiring Eye,Work From Home,Immediately,6,3000,No,Hybrid,Urban,Human Resources,"UI Design, UX Research, Figma, Prototyping, Recruitment, Talent Acquisition",26-11-25,MBA
Video Cut,Pereyan LLP,Bangalore,Immediately,6,10000,No,Hybrid,Rural,Media & Production,"Video Editing, Videography, Premiere Pro, After Effects",10-10-25,MA
Digital Marketing,W3Squad Technology Solutions LLP,Chennai,Immediately,6,8000,No,Hybrid,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",17-09-25,BBA
Social Media Marketing,CA Tushar Makkar,Work From Home,Immediately,6,2000,Yes,Remote,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",05-12-25,BA
Associate Consultant,Quantazone,Work From Home,Immediately,6,7500,Yes,Remote,Rural,HR,"Consulting, Problem Solving, Communication, Analysis",14-10-25,BCom
Search Engine Optimization (SEO),Arja Technologies Private Limited,Work From Home,Immediately,6,3000,Yes,Remote,Urban,Search & Performance Marketing,"SEO, Keyword Research, Google Analytics, Content Optimization",10-11-25,BA
Assistance,"Crabroom LLC (Boston, United States)",Work From Home,Immediately,6,7000,No,Remote,Rural,Research,"Communication, MS Excel, Research",08-10-25,MBA
Software Development Engineering (Web),WeSeSo Solutions Private Limited,Work From Home,Immediately,6,5000,No,Remote,Rural,Marketing,"Sales, Communication, Negotiation, Lead Generation",08-10-25,BCA
UI Design,Future Skills,Hyderabad,Immediately,6,18000,Yes,Remote,Urban,Design,"UI Design, UX Research, Figma, Prototyping",16-11-25,MBA
Software Development,Future Skills,Hyderabad,Immediately,6,18000,Yes,Hybrid,Urban,Marketing,"Sales, Communication, Negotiation, Lead Generation",28-09-25,MTech
Prompt Engineering,Future Skills,Hyderabad,Immediately,6,18000,No,Hybrid,Rural,Content Writing,"PR Strategy, Media Relations, Communication, Writing, Prompt Engineering, NLP",01-12-25,MBA
College Question Solving (Remote),"HIGGZ ACADEMIA TECHNOLOGY PTE. LTD. (Singapore, Singapore)",Work From Home,Immediately,6,$150 ,Yes,Hybrid,Urban,Research,"Communication, MS Excel, Research",18-11-25,BCom
Instagram Page Management,Persist Ventures,Work From Home,Immediately,6,12500,Yes,Hybrid,Rural,Social Media & Community Management,"Social Media Strategy, Content Creation, Analytics, Community Management",14-10-25,BBA
JavaScript Development,DeepThought Edutech Ventures Private Limited,Hyderabad,Immediately,6,18000,Yes,Hybrid,Urban,Software Development,"Java, OOP, Data Structures, Spring, Hibernate, HTML",29-10-25,BTech
UX Research,DeepThought Edutech Ventures Private Limited,Hyderabad,Immediately,6,18000,No,Remote,Rural,Research & Strategy,"UI Design, UX Research, Figma, Prototyping, Research, Data Analysis",23-09-25,MBA
Front End Development,DeepThought Edutech Ventures Private Limited,Hyderabad,Immediately,6,18000,No,Remote,Urban,Marketing,"Sales, Communication, Negotiation, Lead Generation",12-10-25,BTech
Content Writing,Newzertainment,Work From Home,Immediately,6,1000,Yes,Onsite,Rural,Content & Communication,"Content Writing, Editing, Research, Content Strategy",22-11-25,MSc
LinkedIn Management,Edugenskill,Work From Home,Immediately,6,1000,Yes,Onsite,Rural,Social Media & Community Management,"Social Media Strategy, Content Creation, Analytics, Community Management",17-09-25,BBA
Search Engine Optimization (SEO),Code Tikki,Work From Home,Immediately,6,1500,No,Remote,Rural,Search & Performance Marketing,"SEO, Keyword Research, Google Analytics, Content Optimization",18-11-25,BA
Digital Marketing,ETA Technology,Bangalore,Immediately,6,12000,No,Hybrid,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",12-09-25,MA
AWS Development,EXIMBIZ VENTURES,Work From Home,Immediately,6,5000,Yes,Hybrid,Urban,Data Analyst,"Cloud Computing, AWS/Azure/GCP, DevOps, Docker",02-12-25,MSc
Social Media Marketing,Heal My Heart - Advanced Heart Care Centre,Faridabad,Immediately,6,3000,Yes,Hybrid,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",13-11-25,BA
Video Editing,English By Taniya Sharma,Work From Home,Immediately,6,2000,No,Onsite,Urban,Media & Production,"Video Editing, Videography, Premiere Pro, After Effects",06-11-25,BBA
Subject Matter Expert (SME),SwiftHire,Work From Home,Immediately,6,3000,Yes,Hybrid,Urban,Research,"Communication, MS Excel, Research",17-10-25,MCom
Market Research (Sustainable Finance),IICSR,Work From Home,Immediately,6,Unpaid,No,Hybrid,Urban,Research & Strategy,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis, Accounting/Finance, Excel",10-11-25,MCA
Graphic And Visual Design,Muscari,Faridabad,Immediately,6,10000,No,Remote,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",05-11-25,BBA
Recruitment,Pawzz,Work From Home,Immediately,6,7000,No,Hybrid,Rural,Human Resources,"UI Design, UX Research, Figma, Prototyping, Recruitment, Talent Acquisition",02-12-25,MA
Creative Content Writing,The Bulletin Boards,Work From Home,Immediately,6,4000,No,Onsite,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",17-11-25,PhD
Telecalling,ADNET ADVERTISING,Kolkata,Immediately,6,10000,Yes,Remote,Urban,Outreach & Client Relations,"Communication, MS Excel, Research",12-09-25,MCom
Content Development (Mathematics),GrowKidz,Work From Home,Immediately,6,5000,No,Onsite,Rural,Content & Communication,"Content Writing, Editing, Research, Content Strategy",21-11-25,MCA
Copy Editing,The Bulletin Boards,Work From Home,Immediately,6,1200,No,Onsite,Urban,Research,"Communication, MS Excel, Research",05-12-25,BBA
Business Development,XIoTz Private Limited,Work From Home,Immediately,3,5000,Yes,Hybrid,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",03-12-25,BTech
Marketing,InfluenceWala,Work From Home,Immediately,3,2000,Yes,Hybrid,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",28-10-25,MA
Digital Marketing,Jodev Hospitality Private Limited,Mumbai,Immediately,3,8000,No,Onsite,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",22-10-25,BA
Business Development,ParallelDots Technology Private Limited,Work From Home,Immediately,3,10000,No,Onsite,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",12-11-25,MTech
Graphic Design,Whitebox Digital Media,Work From Home,Immediately,3,15000,No,Onsite,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",01-11-25,BCom
Graphic Design And Video Editing,The IELTS Universe,Work From Home,Immediately,3,1000,Yes,Remote,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva, Video Editing, Videography",01-12-25,BCom
Immigration Intern,The Migration Bureau,Delhi,Immediately,3,5000,Yes,Hybrid,Rural,Research,"Communication, MS Excel, Research, Coordination",24-09-25,BBA
Business Development,Talent Tribe,Work From Home,Immediately,3,2000,No,Onsite,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",17-11-25,MCA
Operations,NativChefs,Nagpur,Immediately,3,5000,No,Hybrid,Rural,Operations & Support,"Operations Management, Coordination, MS Excel, Communication",27-10-25,BCom
SME Accounitng QC,Endeavor Academy,Work From Home,Immediately,3,5000,Yes,Onsite,Rural,Research,"Communication, MS Excel, Research",19-09-25,MCom
