title,company_name,location,start_date,duration,stipend,ppo,work_mode,region,domain,skills,deadline,degree
International Business Development,Kimcc Services Private Limited,Work From Home,Immediately,2,12000,Yes,Hybrid,Rural,Data Scientist,"Java, Data Analysis, Digital Marketing, HTML/CSS",05-11-25,BCA
Law/Legal,Scandiya,Work From Home,Immediately,2,8000,No,Onsite,Rural,Marketing,"SQL, Excel, Communication, Digital Marketing, Project Management",23-09-25,MTech
Film Making - Art Gallery,APRE Art House,Mumbai,Immediately,2,4000,Yes,Hybrid,Urban,Software Development,"Digital Marketing, SQL, Communication, HTML/CSS",29-11-25,BTech
Digital Dreamweaver: Internship Odyssey In Graphic Design,Global Trend,Work From Home,Immediately,2,7000,No,Onsite,Urban,Design,"HTML/CSS, Communication, C++, Python",22-10-25,MBA
AI Developer,Yardstick,Work From Home,Immediately,2,5000,Yes,Remote,Urban,Data Scientist,"Machine Learning, Java, Data Analysis, Python",14-10-25,BTech
Executive Assistant,Dragon Fruit Studio,Work From Home,Immediately,2,3000,No,Remote,Rural,Finance,"Machine Learning, C++, SQL, Data Analysis, Digital Marketing",22-11-25,BSc
Teaching Volunteer,Swachhpan,Work From Home,Immediately,2,Unpaid,No,Onsite,Rural,Marketing,"Data Analysis, Project Management, Python, Java",13-09-25,BCA
E-commerce Order Management,Master Home Appliances,Work From Home,Immediately,2,2000,Yes,Onsite,Urban,Finance,"Excel, Java, Python, HTML/CSS, Communication",13-11-25,MBA
Business Development (Sales),AzSm Enterprises,Bangalore,Immediately,2,5000,No,Hybrid,Urban,Data Analyst,"Python, Data Analysis, Digital Marketing, C++",19-09-25,MCA
Business Development,Techworth Technologies Private Limited,Kolkata,Immediately,2,2000,No,Onsite,Urban,Finance,"Project Management, Machine Learning, Data Analysis, Communication, HTML/CSS",18-11-25,MTech
Basketball Content Writing,The SportsLite,Work From Home,Immediately,2,1000,No,Onsite,Urban,Software Development,"SQL, HTML/CSS, Machine Learning, Java, Python",07-11-25,MBA
Accounting & MIS,P.R. GLolinks Consulting,Chennai,Immediately,2,10000,Yes,Remote,Rural,Design,"Excel, SQL, Machine Learning, Communication, Project Management",22-10-25,BTech
Marketing Project,Nirmano Tech-Health,Work From Home,Immediately,2,3000,No,Hybrid,Rural,HR,"Java, Data Analysis, HTML/CSS, Python",22-10-25,BCA
News Writing- Indian Stock Market,Alien Investor,Work From Home,Immediately,2,4500,Yes,Onsite,Urban,Data Analyst,"C++, Excel, Python, Machine Learning",10-11-25,MTech
Administration,Househat,Pune,Immediately,2,7500,No,Remote,Rural,Research,"Digital Marketing, Communication, Excel",26-11-25,BSc
Web Development,365Build Technologies (I) Private Limited,Bangalore,Immediately,2,16000,Yes,Hybrid,Urban,Finance,"Project Management, Machine Learning, Communication",29-11-25,BTech
Marketing,Siksha Helpline,Work From Home,Immediately,2,1000,Yes,Onsite,Rural,Software Development,"Machine Learning, HTML/CSS, Communication, Excel",29-09-25,MBA
Customer Acquisition,EDUHOLIC,Work From Home,Immediately,2,2000,Yes,Remote,Urban,Research,"Data Analysis, Communication, Machine Learning",16-10-25,BSc
Content Writing,Websunn - Online Grocery Shopping Store,Work From Home,Immediately,2,3000,Yes,Remote,Rural,Data Analyst,"C++, HTML/CSS, SQL, Communication, Excel",27-09-25,BSc
Human Resources (HR),Youth Empowerment Foundation,Work From Home,Immediately,2,Unpaid,Yes,Onsite,Urban,Data Scientist,"Communication, SQL, Machine Learning, C++, HTML/CSS",21-09-25,BTech
Virtual Assistance,Paathshala Spark,Work From Home,Immediately,2,7000,No,Onsite,Urban,Data Scientist,"Data Analysis, SQL, Machine Learning",05-10-25,PhD
Social Media Marketing,Oligosoft Corporation,Bangalore,Immediately,2,5000,Yes,Remote,Urban,Software Development,"Data Analysis, HTML/CSS, Python",24-10-25,BSc
Content Writing,Nacional Think Tank Pvt Ltd,Delhi,Immediately,2,3000,Yes,Remote,Rural,Software Development,"Digital Marketing, SQL, Machine Learning",10-09-25,PhD
Office Executive/Merchandising,The Indian Extension Company,Kanpur,Immediately,2,8000,Yes,Onsite,Urban,Data Analyst,"Excel, Machine Learning, Communication",13-11-25,BTech
Marketing,Bharat Cabs,Work From Home,Immediately,2, 250 /week ,No,Remote,Urban,Data Scientist,"Excel, C++, SQL",12-10-25,MBA
Building Information Modelling,AECONS INFOTECH PVT LTD,Dehradun,Immediately,2,5000,Yes,Onsite,Rural,Data Analyst,"Machine Learning, Java, C++",05-10-25,BTech
Graphic Design,Samarpan,Work From Home,Immediately,2,Unpaid,Yes,Onsite,Rural,Marketing,"SQL, Communication, Machine Learning, HTML/CSS",01-11-25,MBA
Sales Trainee,AIO HR Consultancy Services,Ahmedabad,Immediately,2,12000,Yes,Hybrid,Urban,Finance,"Machine Learning, C++, Excel, Python, SQL",04-11-25,BSc
Field Promotion,BookAMed,Kochi,Immediately,2,17600,Yes,Onsite,Urban,Software Development,"SQL, C++, Python, Communication",27-09-25,MCA
UI/UX Design,Think Of It Foundation,Work From Home,Immediately,2,Unpaid,No,Hybrid,Urban,Research,"Excel, Digital Marketing, C++, Python, SQL",11-09-25,BCA
Subject Matter Expert (Chemistry),Solvitude,Work From Home,Immediately,2,4000,No,Onsite,Urban,Research,"Java, Python, SQL",27-11-25,BTech
Subject Matter Expert (Physics),Solvitude,Work From Home,Immediately,2,4000,Yes,Onsite,Rural,HR,"Python, Project Management, C++, Excel",16-10-25,MTech
Marketing,Unlisted,Work From Home,Immediately,2,10000,No,Hybrid,Urban,HR,"Digital Marketing, Excel, Project Management, Communication",16-10-25,MTech
Business Development (Sales),BerryCent India Private Limited,Kolkata,Immediately,2,5000,No,Hybrid,Rural,Data Scientist,"Project Management, C++, Data Analysis",18-10-25,MBA
Teaching,Kumkum Foundation,Noida,Immediately,2,2000,No,Remote,Rural,HR,"Project Management, Communication, Python, Digital Marketing",28-10-25,MTech
Graphic Design,Arcatron Mobility Private Limited,Work From Home,Immediately,2,40000,No,Onsite,Rural,Software Development,"Digital Marketing, Communication, C++",06-10-25,PhD
Business Development (Sales),Think Of It Foundation,Work From Home,Immediately,2,Unpaid,Yes,Remote,Urban,Research,"Digital Marketing, HTML/CSS, Communication, SQL",27-09-25,MCA
Human Resources (HR),DevTown,Work From Home,Immediately,2,5000,Yes,Hybrid,Urban,Finance,"Python, C++, SQL",11-09-25,BCA
Subject Matter Expert (Mathematics),Solvitude,Work From Home,Immediately,2,4000,Yes,Remote,Rural,Research,"Excel, Python, Digital Marketing, C++",24-11-25,BCA
Graphic Design,Crrescita,Delhi,Immediately,2,10000,Yes,Hybrid,Rural,Design,"Excel, C++, SQL",16-09-25,MCA
Sales And Marketing,Black Key Tunes LLP,Mumbai,Immediately,2,7000,No,Remote,Rural,Marketing,"SQL, Communication, Machine Learning, Java",12-11-25,BSc
Human Resources (HR),Hir'd Services Private Limited,Indore,Immediately,2,10000,Yes,Remote,Rural,Data Scientist,"Communication, Machine Learning, Excel",23-11-25,PhD
International Sales & Marketing (E-Commerce),Hvantage Technologies Incorporated,Indore,Immediately,2,3000,No,Onsite,Rural,Software Development,"Excel, Java, C++, Communication, HTML/CSS",05-12-25,MCA
Angular Development,IKick Enterprise LLP,Work From Home,Immediately,2,15000,Yes,Onsite,Urban,Data Scientist,"C++, Digital Marketing, Java, Communication",21-09-25,MCA
Social Media Management,PULSECRAFTS SOLUTIONS PRIVATE LIMITED,Work From Home,Immediately,2,3000,Yes,Onsite,Rural,Marketing,"Project Management, Java, HTML/CSS, Excel, Machine Learning",21-11-25,MCA
React Native Mobile Application Full Stack Development IOS,Spacesnap,Work From Home,Immediately,2,9000,Yes,Remote,Rural,HR,"Java, HTML/CSS, Digital Marketing, SQL, Machine Learning",28-10-25,BSc
Digital Marketing,BetX,Work From Home,Immediately,2,3000,No,Onsite,Rural,Software Development,"Communication, Excel, Data Analysis, SQL",21-09-25,BSc
Human Resources (HR),ESMSYS,Ahmedabad,Immediately,2,8000,Yes,Hybrid,Rural,Design,"Digital Marketing, SQL, Java, Project Management, Machine Learning",15-10-25,MBA
Digital Marketing,Leela Travels,Delhi,Immediately,2,5000,No,Onsite,Rural,Marketing,"Communication, Digital Marketing, SQL, Python, Java",11-09-25,MCA
Marketing,Pinacle Web India,Thane,Immediately,2,3000,Yes,Hybrid,Urban,Research,"SQL, Machine Learning, Python, HTML/CSS, C++",16-09-25,MTech
Business Development (Sales),DaGiants Media,Work From Home,Immediately,2,1000,Yes,Remote,Rural,Finance,"Digital Marketing, Java, C++, HTML/CSS",08-10-25,PhD
Learning Advisor- Inside Sales,DigitalPanda.in,Work From Home,Immediately,2,15000,Yes,Remote,Urban,Software Development,"Project Management, Digital Marketing, Data Analysis, C++",01-12-25,PhD
UI/UX Design,Blackcoffer,Work From Home,Immediately,2,5000,Yes,Remote,Urban,HR,"Excel, Data Analysis, Machine Learning, HTML/CSS, Communication",15-09-25,MCA
Marketing,Blackcoffer,Work From Home,Immediately,2,5000,Yes,Hybrid,Urban,Finance,"Project Management, C++, SQL, HTML/CSS",13-11-25,MTech
Equity Analyst,Fin Intern,Work From Home,Immediately,2,1000,Yes,Remote,Rural,HR,"SQL, Data Analysis, Digital Marketing",20-09-25,BSc
"Stock Market Operations, Research, Data Analysis & Marketing",Panoramic Management & Consulting Private Limited,Pune,Immediately,2,3000,Yes,Remote,Urban,Data Scientist,"C++, HTML/CSS, Python, Machine Learning, Data Analysis",21-11-25,MCA
Business Development (Sales),PlanThyBusiness.com,Work From Home,Immediately,2,8000,No,Onsite,Rural,Design,"Python, Java, HTML/CSS",01-12-25,MBA
Research,Maharaj Engineering,Work From Home,Immediately,2,1600,No,Hybrid,Rural,Design,"Project Management, Digital Marketing, Java, Python",17-11-25,BSc
Human Resources (HR),Blackcoffer,Work From Home,Immediately,6,5000,Yes,Onsite,Rural,Finance,"Python, Java, Project Management, Machine Learning, Data Analysis",18-09-25,MTech
Graphic Design,Vaince Cosmetics Private Limited,Mumbai,Immediately,6,10000,No,Onsite,Urban,Software Development,"Java, Data Analysis, Python, C++, SQL",11-10-25,BCA
Investment,Future Invest,Mumbai,Immediately,6,2000,No,Hybrid,Urban,Design,"Excel, Data Analysis, SQL",08-10-25,BTech
Recruitment,Zyvka Global Services,Noida,Immediately,6,7000,Yes,Onsite,Rural,Data Scientist,"C++, Communication, HTML/CSS",05-11-25,BCA
Graphic Design,Future Gurukuls Edutech Private Limited,Work From Home,Immediately,6,3500,No,Hybrid,Rural,Marketing,"Python, Java, Data Analysis, SQL",09-10-25,BCA
Anchoring,Harsh Priyam,Work From Home,Immediately,6,10000,Yes,Remote,Urban,Research,"Digital Marketing, Machine Learning, Data Analysis, Python",19-11-25,MTech
Graphic Design,Funberry Foods Private Limited  (TROFFINO),Mumbai,Immediately,6,5000,No,Remote,Rural,Finance,"Python, SQL, Communication, Project Management, Machine Learning",05-12-25,BSc
Video Making/Editing,Travel Secrets Magazine,Work From Home,Immediately,6,5000,No,Onsite,Rural,Research,"C++, Data Analysis, Project Management, Communication",30-09-25,BTech
Graphic Design,PeaceInfotech Services Private Limited,Mumbai,Immediately,6,5000,No,Onsite,Rural,Data Scientist,"Java, Data Analysis, Machine Learning",29-11-25,PhD
Admin Assistance,Faiyda,Mumbai,Immediately,6,12000,Yes,Remote,Rural,HR,"HTML/CSS, Java, C++, Communication",03-11-25,PhD
Digital Marketing,Crescent Buildtech,Bangalore,Immediately,6,15000,Yes,Remote,Urban,Data Analyst,"HTML/CSS, Excel, Project Management, Python",24-10-25,BTech
Human Resources (HR),Webhawkers,Mumbai,Immediately,6,6000,Yes,Onsite,Urban,Design,"Data Analysis, Python, Machine Learning",23-10-25,MBA
Search Engine Optimization (SEO),The Night Marketer,Work From Home,Immediately,6,5000,No,Onsite,Urban,Data Analyst,"HTML/CSS, Digital Marketing, Data Analysis, C++",29-11-25,BTech
Search Engine Optimization (SEO),Performious Media & Advertising Private Limited,Mumbai,Immediately,6,5000,Yes,Onsite,Rural,HR,"Machine Learning, Communication, Digital Marketing, HTML/CSS, Java",25-11-25,BTech
Human Resources (HR),CEFINSIGHTS,Work From Home,Immediately,6,2000,Yes,Hybrid,Rural,Research,"Machine Learning, HTML/CSS, C++, Project Management",02-12-25,MBA
Lead Generation,Kaustubh House Planning And Architect,Work From Home,Immediately,6,1000,No,Hybrid,Rural,HR,"C++, Data Analysis, SQL",12-11-25,MCA
Video Editing,RuDe Labs Private Limited,Work From Home,Immediately,6,7000,No,Remote,Urban,Finance,"Machine Learning, Excel, Java, SQL",17-09-25,BTech
Architecture & Design Consultancy Services,Setu Design Studio,Delhi,Immediately,6,9000,No,Onsite,Urban,Research,"Digital Marketing, C++, Java",14-11-25,PhD
Marketing,UrbanMatrix Technologies Private Limited,Bangalore,Immediately,6,10000,No,Hybrid,Urban,Data Analyst,"Project Management, Communication, HTML/CSS, C++",21-11-25,BTech
Telecalling,MIDIND Industrial Development Limited,Navi Mumbai,Immediately,6,7000,Yes,Onsite,Rural,Marketing,"Data Analysis, C++, SQL, Java, Machine Learning",06-11-25,PhD
Business Management,IC Solutions,Work From Home,Immediately,6,5000,No,Onsite,Rural,Software Development,"SQL, Communication, Project Management, Java, Data Analysis",16-11-25,MCA
Founder's Office,OD Alternatives,Work From Home,Immediately,6,10000,Yes,Onsite,Urban,HR,"SQL, Machine Learning, Excel, Project Management, Python",02-10-25,MCA
Business Development (Marketing & Sales),For Tomorrow Group Of Education And Training,Dehradun,Immediately,6,10000,Yes,Onsite,Rural,Design,"HTML/CSS, C++, Communication",27-09-25,MBA
Video Making/Editing,Spade Entertainment,Pune,Immediately,6,$100 ,Yes,Remote,Urban,Finance,"HTML/CSS, Data Analysis, Machine Learning",30-09-25,MCA
Software Development (Node.js),STEMpedia,Ahmedabad,Immediately,6,8000,Yes,Remote,Urban,Design,"Java, Machine Learning, Digital Marketing, Data Analysis",27-09-25,BSc
Finance,ADSMIT MEDIA,Work From Home,Immediately,6,5000,Yes,Hybrid,Urban,Design,"C++, Project Management, Communication, Java",22-11-25,MBA
Sales & Marketing,Tata Group (IHCL),Agra,Immediately,6,5000,No,Onsite,Urban,Data Scientist,"Project Management, Digital Marketing, Python, SQL",05-12-25,BTech
Content Writing,Klient Boost,Work From Home,Immediately,6,2000,Yes,Hybrid,Rural,Research,"Data Analysis, Excel, Python, C++, HTML/CSS",07-11-25,MCA
Data Analysis,ReleaseMyAd Media Private Limited,Kolkata,Immediately,6,20000,No,Remote,Urban,Finance,"Java, Excel, Data Analysis, Python",24-10-25,MCA
Content Development For YouTube & Instagram,D.J. Consultants,Indore,Immediately,6,5000,Yes,Remote,Urban,Data Scientist,"Project Management, Excel, SQL",26-10-25,MCA
WordPress Development,STEMpedia,Ahmedabad,Immediately,6,6000,Yes,Hybrid,Urban,Data Analyst,"Communication, Data Analysis, Python, Excel",05-11-25,MBA
Acting,Postvila,Work From Home,Immediately,6,22000,Yes,Onsite,Urban,Finance,"SQL, C++, Data Analysis, Excel",08-11-25,BSc
Growth Product Management,IGrameen Emarket Platform LLP,Mumbai,Immediately,6,10000,No,Onsite,Rural,Software Development,"Machine Learning, Python, Project Management",21-11-25,MTech
Data Entry,Vecmocon Technologies,Delhi,Immediately,6,7000,Yes,Hybrid,Urban,Data Analyst,"Digital Marketing, Python, Excel, Data Analysis",24-09-25,MTech
Content Editing,Anfield Home,Work From Home,Immediately,6,1000,No,Onsite,Rural,HR,"Communication, Data Analysis, Machine Learning, Digital Marketing, HTML/CSS",13-11-25,PhD
Podcast Editing,Chezuba Private Limited,Hyderabad,Immediately,6,12000,Yes,Onsite,Rural,Design,"Data Analysis, Python, Project Management, Digital Marketing, Java",06-12-25,BTech
Business Development (Marketing),NEXT IAS,Work From Home,Immediately,6,4000,Yes,Hybrid,Rural,Marketing,"Machine Learning, Data Analysis, SQL, Python",27-11-25,BCA
Search Engine Optimization (SEO),The Yellow Spot,Mumbai,Immediately,6,5000,Yes,Remote,Urban,Data Analyst,"SQL, Digital Marketing, Communication, Java, Python",06-12-25,MTech
Tele Sale,Quantumnts Technical Services Private Limited,Noida,Immediately,6,14000,No,Remote,Rural,Data Scientist,"Excel, C++, SQL, Project Management",29-09-25,MBA
WordPress Development,Million Minds Management Services Limited,Bangalore,Immediately,6,10000,Yes,Hybrid,Rural,Data Scientist,"Python, C++, Machine Learning, Communication, Digital Marketing",11-10-25,BCA
Video Making/Editing,Rashmi Suthar,Work From Home,Immediately,6,6000,Yes,Remote,Urban,Research,"Java, SQL, Project Management, C++, Communication",20-09-25,PhD
Social Media Marketing,Silly Saturday,Mumbai,Immediately,6,3000,Yes,Remote,Urban,Data Scientist,"Project Management, Communication, Digital Marketing",26-10-25,PhD
Social Media Marketing,Colonelz SharpShooterz,Chandigarh,Immediately,6,8000,Yes,Onsite,Rural,Data Scientist,"Java, Communication, Python, Digital Marketing",20-09-25,PhD
Management (Digital),Mio Design Private Limited,Mumbai,Immediately,6,10000,Yes,Hybrid,Rural,Data Analyst,"Data Analysis, C++, Machine Learning, Python, HTML/CSS",26-11-25,BSc
Law/Legal,Legal Icons,Delhi,Immediately,6,Unpaid,Yes,Remote,Urban,Design,"Python, SQL, Communication",30-11-25,MTech
Software Development (ReactJS),STEMpedia,Ahmedabad,Immediately,6,8000,Yes,Onsite,Rural,HR,"C++, Java, Python, SQL",28-10-25,BSc
Instagram Marketing,MyLittleMoppet,Work From Home,Immediately,6,3000,Yes,Onsite,Urban,Research,"Project Management, Data Analysis, Communication, HTML/CSS, Python",05-10-25,MCA
Full Stack React Development,Westinbridge Consulting Private Limited,Work From Home,Immediately,6,10000,No,Remote,Rural,Finance,"Project Management, HTML/CSS, SQL, C++, Excel",01-11-25,BSc
Sales,Seven Beans Coffee Company,Bangalore,Immediately,6,10000,Yes,Onsite,Rural,Software Development,"HTML/CSS, Data Analysis, Project Management",31-10-25,PhD
Telecalling,Highway Delite,Work From Home,Immediately,6,8000,Yes,Hybrid,Urban,Marketing,"HTML/CSS, Communication, C++, Digital Marketing",17-11-25,BSc
Video Making/Editing,Srigiri Solutions,Work From Home,Immediately,6,4000,Yes,Remote,Urban,Software Development,"SQL, C++, Java",18-10-25,PhD
Architecture,Design Ahead,Delhi,Immediately,6,14000,Yes,Onsite,Urban,Marketing,"Java, Python, Machine Learning, Digital Marketing",18-11-25,BTech
Digital Marketing,Eduminatti,Dehradun,Immediately,6,2000,No,Remote,Urban,Data Analyst,"Data Analysis, Machine Learning, HTML/CSS, Communication",23-11-25,PhD
